========================================
= 任务ID数据，由灰色枫叶GM工具自动生成 =
========================================
任务ID:85 名字:被选择者的象征      STR值：STR_QUEST_NAME_Q9510
任务ID:1417 名字:讨伐凯丹作战报告      STR值：STR_QUEST_NAME_Q1417
任务ID:1418 名字:[铸币]要塞的安全      STR值：STR_QUEST_NAME_Q1418
任务ID:1419 名字:执行任务的考试      STR值：STR_QUEST_NAME_Q1419
任务ID:1420 名字:守护结界塔      STR值：STR_QUEST_NAME_Q1420
任务ID:1421 名字:龙蜥兽的威胁      STR值：STR_QUEST_NAME_Q1421
任务ID:1422 名字:插入心脏的刀      STR值：STR_QUEST_NAME_Q1422
任务ID:1423 名字:上级飞行术讲座      STR值：STR_QUEST_NAME_Q1423
任务ID:1424 名字:[组队]凯丹毁灭作战      STR值：STR_QUEST_NAME_Q1424
任务ID:1425 名字:[组队]奥德石的证物      STR值：STR_QUEST_NAME_Q1425
任务ID:1426 名字:[组队]扫荡凯丹护卫兵      STR值：STR_QUEST_NAME_Q1426
任务ID:1427 名字:肃清曼杜里森林      STR值：STR_QUEST_NAME_Q1427
任务ID:1428 名字:[铸币报酬]铜铸币21级（法师、祭司阶层）      STR值：STR_QUEST_NAME_Q1428
任务ID:1429 名字:[铸币报酬]铜铸币26级（法师、祭司阶层）      STR值：STR_QUEST_NAME_Q1429
任务ID:1430 名字:不熟练的见习瞬间移动师      STR值：STR_QUEST_NAME_Q1430
任务ID:1431 名字:[采集]江之捕食者波雷尔      STR值：STR_QUEST_NAME_Q1431
任务ID:1432 名字:[采集]救助胭脂鱼      STR值：STR_QUEST_NAME_Q1432
任务ID:1433 名字:[采集]药水的材料      STR值：STR_QUEST_NAME_Q1433
任务ID:1434 名字:[采集]感冒特效药      STR值：STR_QUEST_NAME_Q1434
任务ID:1435 名字:[采集]材料费减半      STR值：STR_QUEST_NAME_Q1435
任务ID:1436 名字:[采集]衣服的材料      STR值：STR_QUEST_NAME_Q1436
任务ID:1437 名字:[采集]高纯度黄金      STR值：STR_QUEST_NAME_Q1437
任务ID:1438 名字:[魔石交换]用作教育材料的魔石      STR值：STR_QUEST_NAME_Q1438
任务ID:1439 名字:[采集]结实的枪杆      STR值：STR_QUEST_NAME_Q1439
任务ID:1440 名字:[采集]急救用的药草      STR值：STR_QUEST_NAME_Q1440
任务ID:1441 名字:[采集]恢复食欲的料理      STR值：STR_QUEST_NAME_Q1441
任务ID:1442 名字:[魔石交换]为了提高效率的魔石交换      STR值：STR_QUEST_NAME_Q1442
任务ID:1443 名字:[采集]抓不到的奥德结晶体      STR值：STR_QUEST_NAME_Q1443
任务ID:1444 名字:[采集]战斗准备      STR值：STR_QUEST_NAME_Q1444
任务ID:1445 名字:为了制作盔甲      STR值：STR_QUEST_NAME_Q1445
任务ID:1446 名字:[采集]母亲做过的食物      STR值：STR_QUEST_NAME_Q1446
任务ID:1447 名字:[采集]为老人捕鱼      STR值：STR_QUEST_NAME_Q1447
任务ID:1448 名字:用来干什么的材料      STR值：STR_QUEST_NAME_Q1448
任务ID:1449 名字:写给欧佩罗斯的信      STR值：STR_QUEST_NAME_Q1449
任务ID:1450 名字:[采集]为哈克内搜集矿石      STR值：STR_QUEST_NAME_Q1450
任务ID:1451 名字:转交给哈克内的物品      STR值：STR_QUEST_NAME_Q1451
任务ID:1452 名字:疑问的人      STR值：STR_QUEST_NAME_Q1452
任务ID:1453 名字:祝贺之心      STR值：STR_QUEST_NAME_Q1453
任务ID:1454 名字:[采集]警告威胁的告示板      STR值：STR_QUEST_NAME_Q1454
任务ID:1455 名字:[采集]夏奥兰兰的事业构想      STR值：STR_QUEST_NAME_Q1455
任务ID:1456 名字:[采集]令防具锦上添花的宝石      STR值：STR_QUEST_NAME_Q1456
任务ID:1457 名字:[采集]魔法的术古草      STR值：STR_QUEST_NAME_Q1457
任务ID:1458 名字:[采集]品质上乘的宝石      STR值：STR_QUEST_NAME_Q1458
任务ID:1459 名字:[采集]最高级的装饰      STR值：STR_QUEST_NAME_Q1459
任务ID:1460 名字:好奇心带来的收获      STR值：STR_QUEST_NAME_Q1460
任务ID:1461 名字:毒草解毒剂      STR值：STR_QUEST_NAME_Q1461
任务ID:1462 名字:[潜入]神秘的解毒剂      STR值：STR_QUEST_NAME_Q1462
任务ID:1463 名字:[潜入]给间谍的传话      STR值：STR_QUEST_NAME_Q1463
任务ID:1464 名字:[潜入/采集]下定决心      STR值：STR_QUEST_NAME_Q1464
任务ID:1465 名字:[潜入]困在莫尔海姆的天族的灵魂      STR值：STR_QUEST_NAME_Q1465
任务ID:1466 名字:[潜入]拉米佩顿的嘱托      STR值：STR_QUEST_NAME_Q1466
任务ID:1467 名字:四大头目      STR值：STR_QUEST_NAME_Q1467
任务ID:1468 名字:[副本]儿子的行踪      STR值：STR_QUEST_NAME_Q1468
任务ID:1469 名字:[副本/组队]寻找丹拉比斯      STR值：STR_QUEST_NAME_Q1469
任务ID:1470 名字:[副本/组队]哈克内的复仇      STR值：STR_QUEST_NAME_Q1470
任务ID:1471 名字:假的烙印之石      STR值：STR_QUEST_NAME_Q1471
任务ID:1472 名字:[潜入]乌云贸易团间谍      STR值：STR_QUEST_NAME_Q1472
任务ID:1473 名字:[潜入/组队]术古之敌白虎      STR值：STR_QUEST_NAME_Q1473
任务ID:1474 名字:[组队]父母的仇人      STR值：STR_QUEST_NAME_Q1474
任务ID:1475 名字:泡饭的材料      STR值：STR_QUEST_NAME_Q1475
任务ID:1476 名字:残暴龙蜥兽      STR值：STR_QUEST_NAME_Q1476
任务ID:1477 名字:污染神秘泉的罪犯      STR值：STR_QUEST_NAME_Q1477
任务ID:1478 名字:罗达斯的报答      STR值：STR_QUEST_NAME_Q1478
任务ID:1479 名字:武器研究专家的请求      STR值：STR_QUEST_NAME_Q1479
任务ID:1480 名字:克鲁比安的武器      STR值：STR_QUEST_NAME_Q1480
任务ID:1481 名字:特洛尔的石锤      STR值：STR_QUEST_NAME_Q1481
任务ID:1482 名字:[潜入]想到办法的索尼里姆      STR值：STR_QUEST_NAME_Q1482
任务ID:1483 名字:哈鲁蒙的拜托      STR值：STR_QUEST_NAME_Q1483
任务ID:1484 名字:奇奥玲玲的拜托      STR值：STR_QUEST_NAME_Q1484
任务ID:1485 名字:丑陋的钦都      STR值：STR_QUEST_NAME_Q1485
任务ID:1486 名字:曼杜里的果实      STR值：STR_QUEST_NAME_Q1486
任务ID:1487 名字:埋藏在沙漠中的宝物      STR值：STR_QUEST_NAME_Q1487
任务ID:1488 名字:库雷斯三兄弟      STR值：STR_QUEST_NAME_Q1488
任务ID:1489 名字:黑暗的马尔丰塔      STR值：STR_QUEST_NAME_Q1489
任务ID:1490 名字:革命团偷走的东西      STR值：STR_QUEST_NAME_Q1490
任务ID:1491 名字:[组队]处于危急之中的克鲁蒙      STR值：STR_QUEST_NAME_Q1491
任务ID:1492 名字:[组队]丢失的手套箱子      STR值：STR_QUEST_NAME_Q1492
任务ID:1493 名字:[组队]东西的秘密      STR值：STR_QUEST_NAME_Q1493
任务ID:1494 名字:[组队]克鲁蒙的苦恼      STR值：STR_QUEST_NAME_Q1494
任务ID:1495 名字:[组队]世界上最贵的背囊      STR值：STR_QUEST_NAME_Q1495
任务ID:1496 名字:凯丹采掘场的敌人      STR值：STR_QUEST_NAME_Q1496
任务ID:1497 名字:凯丹的主力      STR值：STR_QUEST_NAME_Q1497
任务ID:1498 名字:事先处理      STR值：STR_QUEST_NAME_Q1498
任务ID:1499 名字:临时      STR值：STR_QUEST_NAME_Q1499
任务ID:1500 名字:因特尔蒂卡要塞队长的命令      STR值：STR_QUEST_NAME_Q1500
任务ID:1501 名字:前任的苦恼      STR值：STR_QUEST_NAME_Q1501
任务ID:1502 名字:雷夏的特制炖      STR值：STR_QUEST_NAME_Q1502
任务ID:1503 名字:丢失了的遗物      STR值：STR_QUEST_NAME_Q1503
任务ID:1504 名字:向欧比斯传话      STR值：STR_QUEST_NAME_Q1504
任务ID:1505 名字:坚韧不拔的伊贝利亚      STR值：STR_QUEST_NAME_Q1505
任务ID:1506 名字:[铸币]制作肉脯的肉      STR值：STR_QUEST_NAME_Q1506
任务ID:1507 名字:要塞周边的猛兽      STR值：STR_QUEST_NAME_Q1507
任务ID:1508 名字:[铸币报酬]31级.46级.战士、侦察者      STR值：STR_QUEST_NAME_Q1508
任务ID:1509 名字:[铸币报酬]31级.46级.法师、祭司      STR值：STR_QUEST_NAME_Q1509
任务ID:1510 名字:[组队]孝女齐伊灵灵      STR值：STR_QUEST_NAME_Q1510
任务ID:1511 名字:捣蛋鬼雪人      STR值：STR_QUEST_NAME_Q1511
任务ID:1512 名字:被盗的遗物      STR值：STR_QUEST_NAME_Q1512
任务ID:1513 名字:奇怪的香料坛子      STR值：STR_QUEST_NAME_Q1513
任务ID:1514 名字:项链的主人      STR值：STR_QUEST_NAME_Q1514
任务ID:1515 名字:支援因特尔蒂卡结界塔      STR值：STR_QUEST_NAME_Q1515
任务ID:1516 名字:饥饿的莫洛克      STR值：STR_QUEST_NAME_Q1516
任务ID:1517 名字:[组队]为潜入扫清道路      STR值：STR_QUEST_NAME_Q1517
任务ID:1518 名字:[组队]德拉坎的尾巴      STR值：STR_QUEST_NAME_Q1518
任务ID:1519 名字:[魔石交换]魔石去除师协会的公告      STR值：STR_QUEST_NAME_Q1519
任务ID:1520 名字:[魔石交换]方便整理箱子的魔石交换      STR值：STR_QUEST_NAME_Q1520
任务ID:1521 名字:捣蛋鬼克鲁比埃尔      STR值：STR_QUEST_NAME_Q1521
任务ID:1522 名字:扫荡阿克克鲁比埃尔      STR值：STR_QUEST_NAME_Q1522
任务ID:1523 名字:最棒的盔甲材料      STR值：STR_QUEST_NAME_Q1523
任务ID:1524 名字:泰连迪乌斯的固执      STR值：STR_QUEST_NAME_Q1524
任务ID:1525 名字:澄清流言的真相      STR值：STR_QUEST_NAME_Q1525
任务ID:1526 名字:洛特伦的出现      STR值：STR_QUEST_NAME_Q1526
任务ID:1527 名字:[副本]洛特伦的真实身份      STR值：STR_QUEST_NAME_Q1527
任务ID:1528 名字:污染的征兆      STR值：STR_QUEST_NAME_Q1528
任务ID:1529 名字:返回的塔尔塔隆居民们      STR值：STR_QUEST_NAME_Q1529
任务ID:1530 名字:不死族出现的理由      STR值：STR_QUEST_NAME_Q1530
任务ID:1531 名字:康盖斯的委托      STR值：STR_QUEST_NAME_Q1531
任务ID:1532 名字:记忆的联系      STR值：STR_QUEST_NAME_Q1532
任务ID:1533 名字:戒指的秘密      STR值：STR_QUEST_NAME_Q1533
任务ID:1534 名字:制作盔甲的材料      STR值：STR_QUEST_NAME_Q1534
任务ID:1535 名字:用作被子的松软的毛      STR值：STR_QUEST_NAME_Q1535
任务ID:1536 名字:恶臭的原因      STR值：STR_QUEST_NAME_Q1536
任务ID:1537 名字:贾梅德斯的新乐趣      STR值：STR_QUEST_NAME_Q1537
任务ID:1538 名字:熟练的钓鱼人的建议      STR值：STR_QUEST_NAME_Q1538
任务ID:1539 名字:贝恩的特制鱼饵      STR值：STR_QUEST_NAME_Q1539
任务ID:1540 名字:为了大鱼      STR值：STR_QUEST_NAME_Q1540
任务ID:1541 名字:龙蜥兽研究      STR值：STR_QUEST_NAME_Q1541
任务ID:1542 名字:森林深处的不法之徒      STR值：STR_QUEST_NAME_Q1542
任务ID:1543 名字:蜈蚣解毒剂      STR值：STR_QUEST_NAME_Q1543
任务ID:1544 名字:日益凶残的地之精灵      STR值：STR_QUEST_NAME_Q1544
任务ID:1545 名字:收集大地的精髓      STR值：STR_QUEST_NAME_Q1545
任务ID:1546 名字:阻止纽特的扩散      STR值：STR_QUEST_NAME_Q1546
任务ID:1547 名字:纽特研究资料      STR值：STR_QUEST_NAME_Q1547
任务ID:1548 名字:新威胁的前兆      STR值：STR_QUEST_NAME_Q1548
任务ID:1549 名字:[组队]大王纽坦      STR值：STR_QUEST_NAME_Q1549
任务ID:1550 名字:[潜入]前往阿鲁齐纳的宫殿的方法      STR值：STR_QUEST_NAME_Q1550
任务ID:1551 名字:大肚皮曼杜里      STR值：STR_QUEST_NAME_Q1551
任务ID:1552 名字:箭矢的材料      STR值：STR_QUEST_NAME_Q1552
任务ID:1553 名字:[潜入/组队]打破幻影的镜子      STR值：STR_QUEST_NAME_Q1553
任务ID:1554 名字:[潜入/组队]塞伊兰的鳍      STR值：STR_QUEST_NAME_Q1554
任务ID:1555 名字:送往帕塞尔塔村      STR值：STR_QUEST_NAME_Q1555
任务ID:1556 名字:巨大的龙蜥兽卵      STR值：STR_QUEST_NAME_Q1556
任务ID:1557 名字:无尽的危险      STR值：STR_QUEST_NAME_Q1557
任务ID:1558 名字:扫荡龙蜥兽      STR值：STR_QUEST_NAME_Q1558
任务ID:1559 名字:打不开的箱子      STR值：STR_QUEST_NAME_Q1559
任务ID:1560 名字:坡比隆的职位      STR值：STR_QUEST_NAME_Q1560
任务ID:1561 名字:守财奴的古老地图      STR值：STR_QUEST_NAME_Q1561
任务ID:1562 名字:错开的缘分      STR值：STR_QUEST_NAME_Q1562
任务ID:1563 名字:箱子匠人的痕迹      STR值：STR_QUEST_NAME_Q1563
任务ID:1564 名字:嘉喔隆的日记      STR值：STR_QUEST_NAME_Q1564
任务ID:1565 名字:扫荡塔尔塔隆农场的不死族      STR值：STR_QUEST_NAME_Q1565
任务ID:1566 名字:搜集骨头碎片      STR值：STR_QUEST_NAME_Q1566
任务ID:1567 名字:[铸币]徘徊的树      STR值：STR_QUEST_NAME_Q1567
任务ID:1568 名字:[铸币报酬]36级.战士、侦察者      STR值：STR_QUEST_NAME_Q1568
任务ID:1569 名字:[铸币报酬]36级.法师、祭司      STR值：STR_QUEST_NAME_Q1569
任务ID:1570 名字:面子和架子      STR值：STR_QUEST_NAME_Q1570
任务ID:1571 名字:科拉碧斯的委托      STR值：STR_QUEST_NAME_Q1571
任务ID:1572 名字:精灵的敌人阿斯科      STR值：STR_QUEST_NAME_Q1572
任务ID:1573 名字:陷入粮食危机的帕塞尔塔村      STR值：STR_QUEST_NAME_Q1573
任务ID:1574 名字:专门供应饥民的粮食      STR值：STR_QUEST_NAME_Q1574
任务ID:1575 名字:协助解决粮食危机      STR值：STR_QUEST_NAME_Q1575
任务ID:1576 名字:污染的证据      STR值：STR_QUEST_NAME_Q1576
任务ID:1577 名字:帕塞尔塔村的粮食危机      STR值：STR_QUEST_NAME_Q1577
任务ID:1578 名字:洛特伦的产生      STR值：STR_QUEST_NAME_Q1578
任务ID:1579 名字:褪色的遗骨      STR值：STR_QUEST_NAME_Q1579
任务ID:1580 名字:扫荡梅德乌斯庄园的不死族      STR值：STR_QUEST_NAME_Q1580
任务ID:1581 名字:恶灵盖拉尔      STR值：STR_QUEST_NAME_Q1581
任务ID:1582 名字:灵魂的怨念      STR值：STR_QUEST_NAME_Q1582
任务ID:1583 名字:面无表情的阿玛兰      STR值：STR_QUEST_NAME_Q1583
任务ID:1584 名字:阻止灵魂的意识      STR值：STR_QUEST_NAME_Q1584
任务ID:1585 名字:死去的人回归奥德的流动      STR值：STR_QUEST_NAME_Q1585
任务ID:1586 名字:帕塞尔塔村的消息      STR值：STR_QUEST_NAME_Q1586
任务ID:1587 名字:[组队]削弱拉斯贝尔格兵力的作战      STR值：STR_QUEST_NAME_Q1587
任务ID:1588 名字:给椰林族的传话      STR值：STR_QUEST_NAME_Q1588
任务ID:1589 名字:[组队]诅咒的象征      STR值：STR_QUEST_NAME_Q1589
任务ID:1590 名字:让不死族安息      STR值：STR_QUEST_NAME_Q1590
任务ID:1591 名字:最好的柴火      STR值：STR_QUEST_NAME_Q1591
任务ID:1592 名字:乌诺式缪塔翅膀汤      STR值：STR_QUEST_NAME_Q1592
任务ID:1593 名字:卡利奥内的选择      STR值：STR_QUEST_NAME_Q1593
任务ID:1594 名字:想成为富翁      STR值：STR_QUEST_NAME_Q1594
任务ID:1595 名字:加鲁雄的秘密      STR值：STR_QUEST_NAME_Q1595
任务ID:1596 名字:肉只是肉      STR值：STR_QUEST_NAME_Q1596
任务ID:1597 名字:疲倦的艾奥齐娜      STR值：STR_QUEST_NAME_Q1597
任务ID:1598 名字:可怜的工人们      STR值：STR_QUEST_NAME_Q1598
任务ID:1599 名字:忠实的管家      STR值：STR_QUEST_NAME_Q1599
任务ID:1600 名字:[组队]清除邪恶的种子      STR值：STR_QUEST_NAME_Q1600
任务ID:1601 名字:不祥的流言      STR值：STR_QUEST_NAME_Q1601
任务ID:1602 名字:一箭双雕      STR值：STR_QUEST_NAME_Q1602
任务ID:1603 名字:暴露的阴谋      STR值：STR_QUEST_NAME_Q1603
任务ID:1604 名字:活捉雷帕尔革命团员      STR值：STR_QUEST_NAME_Q1604
任务ID:1605 名字:革命团的现状报告      STR值：STR_QUEST_NAME_Q1605
任务ID:1607 名字:研究基地的地图      STR值：STR_QUEST_NAME_Q1607
任务ID:1608 名字:摧毁研究基地      STR值：STR_QUEST_NAME_Q1608
任务ID:1609 名字:给帕塞尔塔村的传话      STR值：STR_QUEST_NAME_Q1609
任务ID:1610 名字:地之精灵研究      STR值：STR_QUEST_NAME_Q1610
任务ID:1611 名字:[铸币]讨伐雷帕尔革命团      STR值：STR_QUEST_NAME_Q1611
任务ID:1612 名字:[组队]破坏革命团研究资料      STR值：STR_QUEST_NAME_Q1612
任务ID:1613 名字:让人头疼的塔乌利      STR值：STR_QUEST_NAME_Q1613
任务ID:1614 名字:救出巴尔波亚      STR值：STR_QUEST_NAME_Q1614
任务ID:1615 名字:[潜入/组队]阿尔奎米亚城寨的谍报员      STR值：STR_QUEST_NAME_Q1615
任务ID:1616 名字:[潜入/组队]可疑的革命团研究专家      STR值：STR_QUEST_NAME_Q1616
任务ID:1617 名字:[潜入/组队]寻找研究所钥匙      STR值：STR_QUEST_NAME_Q1617
任务ID:1618 名字:[潜入/组队]寻找证据      STR值：STR_QUEST_NAME_Q1618
任务ID:1619 名字:[组队]破坏完全体      STR值：STR_QUEST_NAME_Q1619
任务ID:1620 名字:高兴的消息      STR值：STR_QUEST_NAME_Q1620
任务ID:1621 名字:受失眠困扰的泰奇思      STR值：STR_QUEST_NAME_Q1621
任务ID:1622 名字:为蓝色舰队成员而准备的特别食物      STR值：STR_QUEST_NAME_Q1622
任务ID:1623 名字:丢失了的军需用品      STR值：STR_QUEST_NAME_Q1623
任务ID:1624 名字:古代战士的武器      STR值：STR_QUEST_NAME_Q1624
任务ID:1625 名字:火炬燃烧用油      STR值：STR_QUEST_NAME_Q1625
任务ID:1626 名字:照亮西方阻击敌人之路吧      STR值：STR_QUEST_NAME_Q1626
任务ID:1627 名字:人心浮躁的村子      STR值：STR_QUEST_NAME_Q1627
任务ID:1628 名字:梅泰利亚的后悔      STR值：STR_QUEST_NAME_Q1628
任务ID:1629 名字:见习调查员的苦恼      STR值：STR_QUEST_NAME_Q1629
任务ID:1630 名字:古代的陶器      STR值：STR_QUEST_NAME_Q1630
任务ID:1631 名字:天嘉隆野营地的不速之客      STR值：STR_QUEST_NAME_Q1631
任务ID:1632 名字:诅咒的烙印      STR值：STR_QUEST_NAME_Q1632
任务ID:1633 名字:斯泰浓海边的遇难船      STR值：STR_QUEST_NAME_Q1633
任务ID:1634 名字:遇难船的真实身份      STR值：STR_QUEST_NAME_Q1634
任务ID:1635 名字:不再回来的订婚人      STR值：STR_QUEST_NAME_Q1635
任务ID:1636 名字:笛子的真面目      STR值：STR_QUEST_NAME_Q1636
任务ID:1637 名字:[铸币]消灭古代战士的灵魂      STR值：STR_QUEST_NAME_Q1637
任务ID:1638 名字:[铸币报酬]41级.战士、侦察者      STR值：STR_QUEST_NAME_Q1638
任务ID:1639 名字:[铸币报酬]41级.法师、祭司      STR值：STR_QUEST_NAME_Q1639
任务ID:1640 名字:碎裂的瞬间移动石像      STR值：STR_QUEST_NAME_Q1640
任务ID:1641 名字:纳马铃恳切的委托      STR值：STR_QUEST_NAME_Q1641
任务ID:1642 名字:无名氏的物品      STR值：STR_QUEST_NAME_Q1642
任务ID:1643 名字:因特尔蒂卡的星星      STR值：STR_QUEST_NAME_Q1643
任务ID:1644 名字:不死族的信      STR值：STR_QUEST_NAME_Q1644
任务ID:1645 名字:奇怪的包治百病之药      STR值：STR_QUEST_NAME_Q1645
任务ID:1646 名字:水之花      STR值：STR_QUEST_NAME_Q1646
任务ID:1647 名字:善意的谎言      STR值：STR_QUEST_NAME_Q1647
任务ID:1648 名字:拉斯贝尔格的动向警告      STR值：STR_QUEST_NAME_Q1648
任务ID:1651 名字:妨碍侦察的东西      STR值：STR_QUEST_NAME_Q1651
任务ID:1652 名字:[组队]没能回来的守护者的灵魂      STR值：STR_QUEST_NAME_Q1652
任务ID:1653 名字:龙族独特的隐身技术      STR值：STR_QUEST_NAME_Q1653
任务ID:1654 名字:扫清通往克拉尔图玛格纳的道路      STR值：STR_QUEST_NAME_Q1654
任务ID:1661 名字:侦察奇夏尔克拉尔的动向      STR值：STR_QUEST_NAME_Q1661
任务ID:1662 名字:不是委托的委托      STR值：STR_QUEST_NAME_Q1662
任务ID:1663 名字:肯夏夏的鬼点子      STR值：STR_QUEST_NAME_Q1663
任务ID:1664 名字:因贪婪而燃烧的火      STR值：STR_QUEST_NAME_Q1664
任务ID:1665 名字:[组队]谍报员的复仇      STR值：STR_QUEST_NAME_Q1665
任务ID:1666 名字:扫荡英德拉图军团      STR值：STR_QUEST_NAME_Q1666
任务ID:1667 名字:[铸币]消灭遗迹的不死族      STR值：STR_QUEST_NAME_Q1667
